TIME_INTERVAL,REGION_NAME,RESOURCE_NAME,RESOURCE_TYPE,CLEARED_PRICE,
6/23/2026 5:50:00 PM,VISAYAS,05TOLEDO_BAT,G,32000,
6/23/2026 5:50:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/23/2026 5:50:00 PM,VISAYAS,07BIDPP_G01,G,32000,
6/23/2026 5:50:00 PM,VISAYAS,07TPLPB4_U01,G,32000,
6/23/2026 5:50:00 PM,VISAYAS,07TPLPB4_U02,G,32000,
6/23/2026 5:50:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/23/2026 5:50:00 PM,VISAYAS,07UBAY_BAT,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,09WMPC_U01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,09WMPC_U02,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,09WMPC_U03,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,09WMPC_U05,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,09WMPC_U06,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,09WMPC_U07,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,09WMPC_U08,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,09WMPC_U09,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,09WMPC_U10,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP1_U02,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP1_U03,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP1_U04,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP1_U05,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP1_U07,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP1_U08,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP1_U12,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP2_U02,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP2_U03,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP2_U04,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP2_U05,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP2_U06,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10IDP2_U07,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,10MEGC_G01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,11JASA_BAT,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,11NBPC_G01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,11PACERM_G01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,11PKBUK_U01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,11PULA4_U03,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,11VILLA_BAT,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,12NACSUR_G01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,12PKSFRA_U01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,12TM2_U01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,13MACO_BAT,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,13MALITA_BAT,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,13MATIBNK_G01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,13MPCDIG_G01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,13TM1_U01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/23/2026 5:55:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,04IASMOD_G04,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,04IASMOD_G05,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,04IASMOD_G06,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,04TONGO_BAT,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,05CPPC_U05,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,05CPPC_U06,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,05CPPC_U08,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,05EAUC_U02,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,05EAUC_U03,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,05EAUC_U04,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,05TOLEDO_BAT,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,07BIDPP_G01,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,07TPLPB4_U01,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,07TPLPB4_U02,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/23/2026 5:55:00 PM,VISAYAS,07UBAY_BAT,G,32000,
6/23/2026 10:05:00 PM,LUZON,01GAMU_BAT,G,32000,
6/23/2026 10:05:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/23/2026 10:05:00 PM,LUZON,01MAGAT_U04,G,31885,
6/23/2026 10:05:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,09WMPC_U01,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,09WMPC_U02,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,09WMPC_U03,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,09WMPC_U05,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,09WMPC_U06,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,09WMPC_U07,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,09WMPC_U08,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,09WMPC_U09,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,09WMPC_U10,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,12NACSUR_G01,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,12PKSFRA_U01,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,13MAGDBNK_U01,G,30000.08,
6/23/2026 10:05:00 PM,MINDANAO,13MAGDBNK_U02,G,30000.08,
6/23/2026 10:05:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/23/2026 10:05:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/23/2026 10:10:00 PM,LUZON,01GAMU_BAT,G,32000,
6/23/2026 10:10:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/23/2026 10:10:00 PM,LUZON,01MAGAT_U04,G,31885,
6/23/2026 10:10:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,09WMPC_U01,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,09WMPC_U02,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,09WMPC_U03,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,09WMPC_U05,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,09WMPC_U06,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,09WMPC_U07,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,09WMPC_U08,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,09WMPC_U09,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,09WMPC_U10,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,12NACSUR_G01,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,12PKSFRA_U01,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,13MAGDBNK_U01,G,30000.08,
6/23/2026 10:10:00 PM,MINDANAO,13MAGDBNK_U02,G,30000.08,
6/23/2026 10:10:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/23/2026 10:10:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/23/2026 10:10:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/23/2026 10:10:00 PM,VISAYAS,08STBPB1_U01,G,21917.20,
6/23/2026 10:10:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
6/23/2026 10:10:00 PM,VISAYAS,08STBPB1_U04,G,21917.20,
6/23/2026 10:15:00 PM,LUZON,01GAMU_BAT,G,32000,
6/23/2026 10:15:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/23/2026 10:15:00 PM,LUZON,01MAGAT_U03,G,31880,
6/23/2026 10:15:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,09WMPC_U01,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,09WMPC_U02,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,09WMPC_U03,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,09WMPC_U05,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,09WMPC_U06,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,09WMPC_U07,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,09WMPC_U08,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,09WMPC_U09,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,09WMPC_U10,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,11KEGMAR_G01,G,31999,
6/23/2026 10:15:00 PM,MINDANAO,11NBPC_G01,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,12NACSUR_G01,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,12PKSFRA_U01,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,12TM2_U01,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,13MACO_BAT,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,13MAGDBNK_U01,G,30000.08,
6/23/2026 10:15:00 PM,MINDANAO,13MAGDBNK_U02,G,30000.08,
6/23/2026 10:15:00 PM,MINDANAO,13MATIBNK_G01,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,13MPCDIG_G01,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/23/2026 10:15:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/23/2026 10:15:00 PM,VISAYAS,05CARMENDPP_U01,G,20258,
6/23/2026 10:15:00 PM,VISAYAS,05CARMENDPP_U02,G,20258,
6/23/2026 10:15:00 PM,VISAYAS,05CARMENDPP_U03,G,20258,
6/23/2026 10:15:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/23/2026 10:15:00 PM,VISAYAS,08PDPP1_U03,G,32000,
6/23/2026 10:15:00 PM,VISAYAS,08PDPP1_U05,G,32000,
6/23/2026 10:15:00 PM,VISAYAS,08PDPP3_C,G,32000,
6/23/2026 10:15:00 PM,VISAYAS,08PDPP3_E,G,32000,
6/23/2026 10:15:00 PM,VISAYAS,08STBPB1_U01,G,21917.20,
6/23/2026 10:15:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
6/23/2026 10:15:00 PM,VISAYAS,08STBPB1_U04,G,21917.20,
6/23/2026 10:20:00 PM,LUZON,01CALIBUNK_G01,G,32000,
6/23/2026 10:20:00 PM,LUZON,01CNCEP_BAT,G,32000,
6/23/2026 10:20:00 PM,LUZON,01GAMU_BAT,G,32000,
6/23/2026 10:20:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/23/2026 10:20:00 PM,LUZON,01MAGAT_U04,G,31885,
6/23/2026 10:20:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/23/2026 10:20:00 PM,LUZON,02TMOBIL_G01,G,32000,
6/23/2026 10:20:00 PM,LUZON,02TMOBIL_G03,G,32000,
6/23/2026 10:20:00 PM,MINDANAO,12NACSUR_G01,G,32000,
6/23/2026 10:20:00 PM,MINDANAO,12PKSFRA_U01,G,32000,
6/23/2026 10:20:00 PM,MINDANAO,13MAGDBNK_U01,G,30000.08,
6/23/2026 10:20:00 PM,MINDANAO,13MAGDBNK_U02,G,30000.08,
6/23/2026 10:20:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/23/2026 10:20:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/23/2026 10:20:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/23/2026 10:20:00 PM,VISAYAS,08STBPB1_U01,G,21917.20,
6/23/2026 10:20:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
6/23/2026 10:20:00 PM,VISAYAS,08STBPB1_U04,G,21917.20,
6/23/2026 10:25:00 PM,LUZON,01GAMU_BAT,G,32000,
6/23/2026 10:25:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/23/2026 10:25:00 PM,LUZON,01MAGAT_U04,G,31885,
6/23/2026 10:25:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,09WMPC_U01,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,09WMPC_U02,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,09WMPC_U03,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,09WMPC_U05,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,09WMPC_U06,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,09WMPC_U07,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,09WMPC_U08,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,09WMPC_U09,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,09WMPC_U10,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,12NACSUR_G01,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,12PKSFRA_U01,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,13MAGDBNK_U01,G,30000.08,
6/23/2026 10:25:00 PM,MINDANAO,13MAGDBNK_U02,G,30000.08,
6/23/2026 10:25:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/23/2026 10:25:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/23/2026 10:25:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/23/2026 10:30:00 PM,LUZON,01GAMU_BAT,G,32000,
6/23/2026 10:30:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/23/2026 10:30:00 PM,LUZON,01MAGAT_U04,G,31885,
6/23/2026 10:30:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,09WMPC_U01,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,09WMPC_U02,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,09WMPC_U03,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,09WMPC_U05,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,09WMPC_U06,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,09WMPC_U07,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,09WMPC_U08,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,09WMPC_U09,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,09WMPC_U10,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,10GNPK_U01,G,16800,
6/23/2026 10:30:00 PM,MINDANAO,10GNPK_U03,G,16800,
6/23/2026 10:30:00 PM,MINDANAO,12NACSUR_G01,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,12PKSFRA_U01,G,32000,
6/23/2026 10:30:00 PM,MINDANAO,13MAGDBNK_U01,G,30000.08,
6/23/2026 10:30:00 PM,MINDANAO,13MAGDBNK_U02,G,30000.08,
6/23/2026 10:30:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/23/2026 10:30:00 PM,VISAYAS,05CARMENDPP_U01,G,20258,
6/23/2026 10:30:00 PM,VISAYAS,05CARMENDPP_U02,G,20258,
6/23/2026 10:30:00 PM,VISAYAS,05CARMENDPP_U03,G,20258,
6/23/2026 10:30:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/23/2026 10:30:00 PM,VISAYAS,08NABASDPP_U01,G,19818.10,
6/23/2026 10:30:00 PM,VISAYAS,08NABASDPP_U02,G,19818.10,
6/23/2026 10:30:00 PM,VISAYAS,08STBPB1_U01,G,21917.20,
6/23/2026 10:30:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
6/23/2026 10:30:00 PM,VISAYAS,08STBPB1_U04,G,21917.20,
6/23/2026 10:35:00 PM,LUZON,01GAMU_BAT,G,32000,
6/23/2026 10:35:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/23/2026 10:35:00 PM,LUZON,01MAGAT_U04,G,31885,
6/23/2026 10:35:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/23/2026 10:35:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
6/23/2026 10:35:00 PM,MINDANAO,09WMPC_U01,G,32000,
6/23/2026 10:35:00 PM,MINDANAO,09WMPC_U02,G,32000,
6/23/2026 10:35:00 PM,MINDANAO,09WMPC_U03,G,32000,
6/23/2026 10:35:00 PM,MINDANAO,09WMPC_U05,G,32000,
6/23/2026 10:35:00 PM,MINDANAO,09WMPC_U06,G,32000,
6/23/2026 10:35:00 PM,MINDANAO,09WMPC_U07,G,30000,
6/23/2026 10:35:00 PM,MINDANAO,09WMPC_U08,G,32000,
6/23/2026 10:35:00 PM,MINDANAO,09WMPC_U10,G,30000,
6/23/2026 10:35:00 PM,MINDANAO,13MAGDBNK_U01,G,30000.08,
6/23/2026 10:35:00 PM,MINDANAO,13MAGDBNK_U02,G,30000.08,
6/23/2026 10:35:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/23/2026 10:35:00 PM,VISAYAS,05CARMENDPP_U01,G,20258,
6/23/2026 10:35:00 PM,VISAYAS,05CARMENDPP_U02,G,20258,
6/23/2026 10:35:00 PM,VISAYAS,05CARMENDPP_U03,G,20258,
6/23/2026 10:35:00 PM,VISAYAS,08NABASDPP_U01,G,19818.10,
6/23/2026 10:35:00 PM,VISAYAS,08NABASDPP_U02,G,19818.10,
6/23/2026 10:35:00 PM,VISAYAS,08STBPB1_U01,G,21917.20,
6/23/2026 10:35:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
6/23/2026 10:35:00 PM,VISAYAS,08STBPB1_U04,G,21917.20,
6/23/2026 10:40:00 PM,LUZON,01GAMU_BAT,G,32000,
6/23/2026 10:40:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/23/2026 10:40:00 PM,LUZON,01MAGAT_U04,G,31885,
6/23/2026 10:40:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/23/2026 10:40:00 PM,MINDANAO,09WMPC_U07,G,20000,
6/23/2026 10:40:00 PM,MINDANAO,09WMPC_U09,G,16750,
6/23/2026 10:40:00 PM,MINDANAO,09WMPC_U10,G,21000,
6/23/2026 10:40:00 PM,MINDANAO,10GNPK_U01,G,16800,
6/23/2026 10:40:00 PM,MINDANAO,10GNPK_U03,G,16800,
6/23/2026 10:40:00 PM,MINDANAO,13MAGDBNK_U01,G,30000.08,
6/23/2026 10:40:00 PM,MINDANAO,13MAGDBNK_U02,G,30000.08,
6/23/2026 10:40:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/23/2026 10:40:00 PM,VISAYAS,05CARMENDPP_U01,G,20258,
6/23/2026 10:40:00 PM,VISAYAS,05CARMENDPP_U02,G,20258,
6/23/2026 10:40:00 PM,VISAYAS,05CARMENDPP_U03,G,20258,
6/23/2026 10:40:00 PM,VISAYAS,08NABASDPP_U01,G,19818.10,
6/23/2026 10:40:00 PM,VISAYAS,08NABASDPP_U02,G,19818.10,
6/23/2026 10:40:00 PM,VISAYAS,08STBPB1_U01,G,21917.20,
6/23/2026 10:40:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
6/23/2026 10:40:00 PM,VISAYAS,08STBPB1_U04,G,21917.20,
EOF
